relation,relation_snippet,sentence,source
org1 acquire org2,acquire,ORG1 said it agreed to buy ORG2 Wichita said it it will acquire all of the outstanding shares of Fountain in an exchange for about 11 mln newly issued Wichita common shares,hand_tagged
org1 acquire org2,acquire,ORG1 agreed to buy ORG2 for roughly 3 67 billion a merger that would sharply consolidate the convenience store industry,hand_tagged
org1 acquire org2,acquire,Advancing its position in kids and family entertainment ORG1 a division of Comcast CMCSA today announced it has completed its acquisition of DreamWorks Animation SKG ORG2,hand_tagged
org1 acquire org2,acquire,Separately Abbott Labs ABT 41 87 0 75 gained 1 8 after ORG1 JNJ 118 25 0 38 agreed to acquire ORG2 division for 4 325 billion in cash,hand_tagged
org1 acquire org2,acquire,San Diegos ORG1 on Thursday announced a 39 billion deal to buy ORG2 and said it would use 11 billion of new debt and offshore cash to fund the acquisition ORG3 more popular with most countries,hand_tagged
org1 acquire org2,acquire,ORG1 and ORG2 confirmed merger talks on Tuesday a deal that would create a fertilizer and farm retailing giant,hand_tagged
org1 acquire org2,acquire,Computer security software maker ORG1 has agreed to acquire ORG2 a seller of identity theft protection services for 2 3 billion in cash the companies said Sunday,hand_tagged
org1 acquire org2,acquire,"The company will acquire ORG1 (AVK TO), which owns the ORG2 project in Mali, in an all share transaction valued at C$159 million.",hand_tagged
org1 acquire org2,acquire,4 06 am ORG1 to acquire Samsung s SSNLF printer business for 1 05 bln expected to be accretive in the first full year following closing HPQ ORG1 HPQ announced a definitive agreement to acquire ORG2 s SSNLF printer business in a deal valued at 1 05 bln,hand_tagged
org1 acquire org2,acquire,Advancing its position in kids and family entertainment ORG1 a division of Comcast today announced it has completed its acquisition of ORG2 DWA,hand_tagged
org1 acquire org2,acquire,According to a report from Sports Illustrated between 2013 and 2015 ORG1 has lost about 7 million subscribers and about 1 3 billion in revenues ORG1 moved to stop the bleeding by investing 1 billion in video streaming ORG2 along with acquiring the right to purchase all the,hand_tagged
org1 acquire org2,acquire,Now watching Paused Up next 0 28 ORG1 to buy ORG2 for 110 per share ORG1 has announced a deal to buy rival semiconductor maker ORG2 reports CNBC 39 s Joe Kernen,hand_tagged
org1 acquire org2,acquire,The purchase will be ORG1 s biggest since its US$3.2 billion acquisition of ORG2 in 2014.,hand_tagged
org1 acquire org2,acquire,ORG1 will buy ORG2 for 107 50 per share or 85 4 billion,hand_tagged
org1 acquire org2,acquire,Elsewhere ORG1 are to buy ORG2 for 4 billion in cash and stock in a transaction that would combine two of the largest online brokers,hand_tagged
org1 acquire org2,acquire,Perhaps even more significantly post period ORG1 completed the acquisition of ORG2 providing a smart metering contract with potential revenues of up to 37 million for the UK Smart Metering Implementation Programme a pipeline of commercial opportunities in Europe and Asia along with a fully developed standards based IPv6 6LoWPAN technology platform,hand_tagged
org1 acquire org2,acquire,Click on companies link for related articles with regard to AGNC s competitors Reason for High Leverage Recent ORG1 recently announced its plan to acquire ORG2 during May 2016 and closed the deal in July,hand_tagged
org1 acquire org2,acquire,ORG1 will buy ORG2 for 4 1 billion a deal that will create one of the largest fuel processors in the Western U S and expansion possibilities in a business that has been tested in the past year ORG1 said Thursday that it would acquire Western for a 22 premium over Wednesdays closing share price,hand_tagged
org1 acquire org2,acquire,And the state owned ORG1 has received American regulatory approval to acquire ORG2 though ORG2 later warned the takeover could be delayed by scrutiny from European authorities The deals are aimed at creating giants even more adept at selling both seeds and chemicals,hand_tagged
org1 acquire org2,acquire,ORG1 said it has agreed in principle to acquire privately held communications hardware maker ORG2 for about two mln common shares with closing expected by May,hand_tagged
org1 acquire org2,acquire,ORG1 A recently completed the acquisition of ORG2 in a cash deal worth 235 million,hand_tagged
org1 acquire org2,acquire,Last April ORG1 announced an agreement to acquire ORG2 in an all stock transaction,hand_tagged
org1 acquire org2,acquire,Pilot will maintain a significant equity stake and Chief Executive PER1 Jr will remain at the helm Also Wednesday privately held logistics companies ORG1 and ORG2 said they would merge The deals signal a pickup in merger and acquisition activity in the logistics sector following a slowdown in recent months,hand_tagged
org1 acquire org2,acquire,"Related Completed Dell Deal Will Bring Tucci a Nice Payday Since the $63 billion ORG1 acquisition closed in September with PER1 leading the combined ORG2 as chairman and CEO, Tucci has taken on some other roles.",hand_tagged
org1 acquire org2,acquire,Pressured by ORG1 s plan to acquire ORG2 the four partners in MSC2 MSC1 consortium said Monday that they had agreed to make MSC2 an independent,hand_tagged
org1 acquire org2,acquire,2 00 PM New York ORG1 agreed to acquire prostate cancer drug maker ORG2 for 14 billion in cash,hand_tagged
org1 acquire org2,acquire,The JV is expected to improve Autolivs position as a leading system supplier for autonomous vehicles In Aug 2015 ORG1 completed the acquisition of the automotive business of M A ORG2,hand_tagged
org1 acquire org2,acquire,ORG1 said it agreed to acquire the ORG2 division of Gleason for an undisclosed amount of cash,hand_tagged
org1 acquire org2,acquire,ORG1 said it has completed the previously announced acquisition of most of the assets of ORG2 a table grape marketer for an undisclosed amount,hand_tagged
org1 acquire org2,acquire,Alcoa ORG1 AA announced it has completed the acquisition of Germany based ORG2,hand_tagged
org1 acquire org2,acquire,ORG1 said it has completed the acquisition of ORG2 for 1 817 697 depositary units following approval yesterday by May Energy unitholders,hand_tagged
org1 acquire org2,acquire,Since Valeant shares hit an all time high last August at 262 52 the stock has lost nearly 90 of its value amid a slate of concerns ORG1 agreed to acquire ORG2 for 683 million or 12 a share,hand_tagged
org1 acquire org2,acquire,ORG1 is reaching the final stages of negotiations to acquire ORG2 and the two chipmakers may announce a deal as early as next week according to people familiar with the process The San Diego based is close to wrapping up a review of NXPs finances and worldwide operations the people said,hand_tagged
org1 acquire org2,acquire,Agilent Technologies ORG1 A and ORG2 announced that they have signed a definitive agreement under which ORG1 will acquire ORG2 a leading provider of software and services for clinical genetics and molecular pathology labs,hand_tagged
org1 acquire org2,acquire,Couche Tard jumped 7 5 percent to C 66 78 after the said it would buy ORG1 chain ORG2 in a roughly 4 4 billion deal,hand_tagged
org1 acquire org2,acquire,ORG1 the MSC1 electronics maker plans Monday to describe its strategy for competing in the digital disk drive industry hoping to improve upon the record of ORG2 whose disk drive business ORG1 agreed to acquire last year,hand_tagged
org1 acquire org2,acquire,ORG1 today announced it has completed the acquisition of ORG2 a leader in providing instruments and assay kits for measuring cell metabolism and bioenergetics,hand_tagged
org1 acquire org2,acquire,The closely held uranium producer also said it agreed to pay ORG1 2 million plus expenses if the proposed deal isn t completed and ORG2 enters certain other transactions,hand_tagged
org1 acquire org2,acquire,Under the agreement ORG1 will invest 3 million to acquire a 4 stake in ORG2 a maker of minisupercomputers for scientists and engineers,hand_tagged
org1 acquire org2,acquire,As part of the agreement ORG1 agreed to invest 1 billion in ORG2 PER1 s acquisition vehicle,hand_tagged
org1 acquire org2,acquire,ORG1 A recently announced that it has entered into an agreement to acquire the assets of the privately held ORG2 based in Boston,hand_tagged
org1 acquire org2,acquire,ORG1 said it agreed to acquire privately held ORG2 a Palm Beach Fla security firm for 200 000 common shares and other considerations,hand_tagged
org1 acquire org2,acquire,ORG1 is in advanced talks to acquire ORG2 in a deal that would combine Americas largest telecoms group by market value with a content powerhouse that owns HBO CNN and the Warner Brothers movie studio An agreement could come as soon as this weekend one person close to the talks said,hand_tagged
org1 acquire org2,acquire,Stocks to watch ORG1 SYMC 0 34 has agreed to acquire ORG2,hand_tagged
org1 acquire org2,acquire,ORG1 has received clearance from Chinese regulatory authorities to complete the biggest tech deal ever its 63 billion acquisition of ORG2 a source with direct knowledge of the situation told The Post,hand_tagged
org1 acquire org2,acquire,ORG1 said it agreed to acquire ORG2 s 13 pct stake in,hand_tagged
org1 acquire org2,acquire,ORG1 said it has entered into a letter of intent to acquire for 70 mln common shares in a transaction that would give former ORG2 shareholders control of the combined,hand_tagged
org1 acquire org2,acquire,While there aren t any major deals in the works currently on the scale of ORG1 s recent 3 4 billion agreement to buy ORG2 Entertainment observers don t rule out a transaction of that size,hand_tagged
org1 acquire org2,acquire,ORG1 T has announced its plan to acquire ORG2 TWX for 85 4 billion,hand_tagged
org1 acquire org2,acquire,LANDOR ASSOCIATES ORG1 said it completed its acquisition of ORG2 a San Francisco identity management firm,hand_tagged
org1 acquire org2,acquire,Also participating in the agreement was ORG1 which previously agreed to acquire ORG2,hand_tagged
org1 acquire org2,acquire,On Thursday semiconductor ORG1 agreed to buy ORG2 in a 39 billion deal,hand_tagged
org1 acquire org2,acquire,"ORG1 SA this month agreed to acquire ORG20 mezcal, following a distribution agreement by ORG2 with ORG21 signed in February 2016. International potential The ORG22 purchase supports our strategy to focus on the high growth super premium and above segments of the category, ORG2 Chief Executive Officer PER13 said in the statement.",hand_tagged
org1 acquire org2,acquire,ORG1 is near an agreement to acquire ORG2 in a deal that values the at about 110 a share people with knowledge of the matter said That values ORG2 at about 86 billion based on the companys outstanding common shares,hand_tagged
org1 acquire org2,acquire,ORG1 announced a new organizational structure after it completed the acquisition of ORG2 Metals Currently ORG1,hand_tagged
org1 acquire org2,acquire,ORG1 recently announced a deal to acquire ORG2,hand_tagged
org1 acquire org2,acquire,Yesterday ORG1 a Montreal printing publishing and forest products 53 owned by Mr Peladeau agreed to acquire Maxwell Communication s U S printing subsidiary ORG2 for 500 million in cash and securities,hand_tagged
org1 acquire org2,acquire,ORG1 said on Monday it has agreed to acquire ORG2 an artificial intelligence AI app that acts as a digital personal assistant to schedule meetings,hand_tagged
